,actual_return,predicted_return,predicted_volatility,abs_error_ret,mape_ret
1970-01-01 00:00:00.000001900,0.0006861500941131,0.0009917141724722573,0.005575048469656223,0.0003055640783591573,44.53312489217415
1970-01-01 00:00:00.000001901,0.0039697022081366,0.0009917141724722573,0.005890714605353541,0.002977988035664343,75.01792022485805
1970-01-01 00:00:00.000001902,-0.000239084904976,0.0009917141724722573,0.005945883596181925,0.0012307990774482573,-514.7958117940605
1970-01-01 00:00:00.000001903,-0.0025997495086347,0.0009917141724722573,0.006119394690703898,0.0035914636811069573,-138.14652793195725
1970-01-01 00:00:00.000001904,-0.0012166108137252,0.0009917141724722573,0.0062283836717142585,0.0022083249861974573,-181.51449594925754
1970-01-01 00:00:00.000001905,-0.0037621856677221,0.0009917141724722573,0.006362231266138417,0.0047538998401943575,-126.36005397024206
1970-01-01 00:00:00.000001906,-0.0166082165177101,0.0009917141724722573,0.006477898925775699,0.017599930690182355,-105.97122617840841
1970-01-01 00:00:00.000001907,0.0150924699196037,0.0009917141724722573,0.006596717074389792,0.014100755747131443,93.42907968175498
1970-01-01 00:00:00.000001908,-0.0048207849638091,0.0009917141724722573,0.0067086238613441335,0.005812499136281357,-120.57163262658086
1970-01-01 00:00:00.000001909,0.0074030397450766,0.0009917141724722573,0.006818829770381953,0.006411325572604343,86.60395990536458
1970-01-01 00:00:00.000001910,-0.0006019229503531,0.0009917141724722573,0.006925064877082799,0.0015936371228253573,-264.7576607422093
1970-01-01 00:00:00.000001911,0.0076262454352722,0.0009917141724722573,0.00702868831887929,0.006634531262799942,86.99603650460195
1970-01-01 00:00:00.000001912,-0.0020508199245607,0.0009917141724722573,0.007129264296702763,0.003042534097032957,-148.3569600916906
1970-01-01 00:00:00.000001913,0.0106185250021013,0.0009917141724722573,0.0072272161713929205,0.009626810829629042,90.66052797091866
1970-01-01 00:00:00.000001914,0.0034808718483123,0.0009917141724722573,0.007322530218565087,0.002489157675840043,71.50960403919811
1970-01-01 00:00:00.000001915,1.6726080388274056e-05,0.0009917141724722573,0.007415391979125757,0.0009749880920839832,5829.148667535437
1970-01-01 00:00:00.000001916,-0.0021613225064482,0.0009917141724722573,0.007505876149123129,0.0031530366789204573,-145.8845993373745
1970-01-01 00:00:00.000001917,-0.0003550683823352,0.0009917141724722573,0.007594099918168353,0.0013467825548074573,-379.3023039533934
1970-01-01 00:00:00.000001918,-0.0054769150674962,0.0009917141724722573,0.0076801489694143235,0.0064686292399684575,-118.10716726935888
1970-01-01 00:00:00.000001919,-0.0026389736673513,0.0009917141724722573,0.007764114816733635,0.003630687839823557,-137.57954028649428
1970-01-01 00:00:00.000001920,-0.0039458448903415,0.0009917141724722573,0.007846077388680603,0.004937559062813757,-125.1331261119701
1970-01-01 00:00:00.000001921,0.0151853395537857,0.0009917141724722573,0.007926114379638468,0.014193625381313444,93.46926574173956
1970-01-01 00:00:00.000001922,-0.0042402381777142,0.0009917141724722573,0.008004297363574081,0.005231952350186457,-123.38817139293019
1970-01-01 00:00:00.000001923,0.0039873025206267,0.0009917141724722573,0.008080694330581317,0.0029955883481544423,75.1281933752951
1970-01-01 00:00:00.000001924,0.0022904940326506,0.0009917141724722573,0.008155368997761895,0.0012987798601783425,56.70304491801586
1970-01-01 00:00:00.000001925,0.003526703457755,0.0009917141724722573,0.008228381645791746,0.002534989285282743,71.8798536834295
1970-01-01 00:00:00.000001926,-0.0057834483981826,0.0009917141724722573,0.008299789152867632,0.006775162570654857,-117.14745432472252
1970-01-01 00:00:00.000001927,-0.007395604445775,0.0009917141724722573,0.008369645377769205,0.008387318618247257,-113.40950803607146
1970-01-01 00:00:00.000001928,0.0050997226833988,0.0009917141724722573,0.008438001331046023,0.004108008510926543,80.55356665372024
1970-01-01 00:00:00.000001929,0.008196710626799,0.0009917141724722573,0.008504905415244277,0.007204996454326742,87.90107132451564
