date,actual_return,predicted_return,predicted_volatility,abs_error_ret,mape_ret
2025-07-24,0.0021438442708694,0.0008592563708535238,0.009311083212100984,0.0012845879000158763,59.91983267958793
2025-07-25,0.0020906421588335,0.0008592563708535238,0.009427796406241149,0.0012313857879799762,58.8998831185459
2025-07-28,0.0085118980592788,0.0008592563708535238,0.009531616445954657,0.007652641688425275,89.90523188988558
2025-07-29,0.0041330346911045,0.0008592563708535238,0.009624096961451525,0.003273778320250976,79.21003729528584
2025-07-30,0.0046890563730768,0.0008592563708535238,0.009706576096048953,0.003829800002223276,81.67528170940481
2025-07-31,0.0023362359921463,0.0008592563708535238,0.009780212622347441,0.0014769796212927761,63.22048056180639
2025-08-01,-0.0306094636159981,0.0008592563708535238,0.009846014645143649,0.03146871998685162,-102.8071591898279
2025-08-04,0.0116674879883165,0.0008592563708535238,0.009904862708359052,0.010808231617462976,92.63546384865397
2025-08-05,-0.0027216073056441,0.0008592563708535238,0.009957528610853176,0.0035808636764976236,-131.571651394071
2025-08-06,0.0029157669946746,0.0008592563708535238,0.0100046908847827,0.002056510623821076,70.53069149822731
2025-08-07,0.0018422697552633,0.0008592563708535238,0.0100469476447409,0.0009830133844097762,53.35881901124097
2025-08-08,0.0030950763164661,0.0008592563708535238,0.010084827341370175,0.002235819945612576,72.23795851875451
2025-08-11,0.0061135242758494,0.0008592563708535238,0.01011879782701219,0.005254267904995877,85.94499126718296
2025-08-12,-0.0002879790729721,0.0008592563708535238,0.010149274048475002,0.0011472354438256237,-398.3745874259309
2025-08-13,0.0014870487667701,0.0008592563708535238,0.010176624613263704,0.0006277923959165763,42.217337450213826
2025-08-14,0.0052589216824339,0.0008592563708535238,0.010201177423903477,0.004399665311580377,83.66097799623728
2025-08-15,-0.0029606779009192,0.0008592563708535238,0.010223224535619793,0.0038199342717727238,-129.0222847472449
2025-08-18,0.0017201867741727,0.0008592563708535238,0.010243026362357273,0.0008609304033191762,50.04865845066323
2025-08-19,0.0,0.0008592563708535238,0.01026081533258843,0.0008592563708535238,inf
2025-08-20,-0.0057935413512657,0.0008592563708535238,0.010276799077908726,0.006652797722119224,-114.83128053734879
2025-08-21,0.0042646002051034,0.0008592563708535238,0.010291163222813277,0.003405343834249876,79.851420308397
2025-08-22,0.0053409527700507,0.0008592563708535238,0.010304073832402665,0.004481696399197176,83.91192718138626
2025-08-25,-0.0008564147516327,0.0008592563708535238,0.010315679565400953,0.0017156711224862236,-200.33180409555138
2025-08-26,-0.002239755126161,0.0008592563708535238,0.010326113572285063,0.0030990114970145238,-138.36385329883413
2025-08-27,0.0082668917471968,0.0008592563708535238,0.010335495172139714,0.007407635376343275,89.60605270844526
2025-08-28,-0.0031276854648005,0.0008592563708535238,0.010343931336774989,0.003986941835654024,-127.47259532723928
2025-08-29,-0.0072405607147869,0.0008592563708535238,0.010351518006449628,0.008099817085640424,-111.86726283640884
2025-09-02,-0.0091249979300878,0.0008592563708535238,0.010358341258058387,0.009984254300941324,-109.41651030977557
2025-09-03,0.0072587483514787,0.0008592563708535238,0.010364478343729885,0.006399491980625177,88.16247196834587
2025-09-04,0.0082045929891236,0.0008592563708535238,0.01036999861533537,0.007345336618270075,89.52712984065639
